Season,Week,Official Borda Teams,Borda-Top1 Teams,Borda-Top1 Rankings,Borda-Top3 Teams,Borda-Top3 Rankings,Borda-Top5 Teams,Borda-Top5 Rankings,Borda-Top10 Teams,Borda-Top10 Rankings,Dowdall Teams,Dowdall Rankings
2017,7,"alabama-crimson-tide, clemson-tigers, penn-state-nittany-lions","alabama-crimson-tide, clemson-tigers, penn-state-nittany-lions","1, 2, 3","alabama-crimson-tide, clemson-tigers, penn-state-nittany-lions","1, 2, 3","alabama-crimson-tide, clemson-tigers, penn-state-nittany-lions","1, 2, 3","alabama-crimson-tide, clemson-tigers, penn-state-nittany-lions","1, 2, 3","alabama-crimson-tide, clemson-tigers, penn-state-nittany-lions","1, 2, 3"
2017,8,"alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs","1, 2, 3"
2017,9,"alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, penn-state-nittany-lions, georgia-bulldogs","1, 2, 3"
2017,10,"alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","alabama-crimson-tide, georgia-bulldogs, wisconsin-badgers","1, 2, 4","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3"
2017,11,"alabama-crimson-tide, georgia-bulldogs, notre-dame-fighting-irish","alabama-crimson-tide, georgia-bulldogs, wisconsin-badgers","1, 2, 6","alabama-crimson-tide, georgia-bulldogs, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, notre-dame-fighting-irish","1, 2, 3"
2017,12,"alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners","alabama-crimson-tide, miami-fl-hurricanes, wisconsin-badgers","1, 2, 5","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners","1, 2, 3","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners","1, 2, 3","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners","1, 2, 3","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners","1, 2, 3"
2017,13,"alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners","1, 2, 3","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners","1, 2, 3","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners","1, 2, 3","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners","1, 2, 3","alabama-crimson-tide, miami-fl-hurricanes, oklahoma-sooners","1, 2, 3"
2017,14,"clemson-tigers, oklahoma-sooners, wisconsin-badgers","clemson-tigers, oklahoma-sooners, wisconsin-badgers","1, 2, 3","clemson-tigers, oklahoma-sooners, wisconsin-badgers","1, 2, 3","clemson-tigers, oklahoma-sooners, wisconsin-badgers","1, 2, 3","clemson-tigers, oklahoma-sooners, wisconsin-badgers","1, 2, 3","clemson-tigers, oklahoma-sooners, wisconsin-badgers","1, 2, 3"
2017,15,"clemson-tigers, oklahoma-sooners, georgia-bulldogs","clemson-tigers, oklahoma-sooners, georgia-bulldogs","1, 2, 3","clemson-tigers, oklahoma-sooners, georgia-bulldogs","1, 2, 3","clemson-tigers, oklahoma-sooners, georgia-bulldogs","1, 2, 3","clemson-tigers, oklahoma-sooners, georgia-bulldogs","1, 2, 3","clemson-tigers, oklahoma-sooners, georgia-bulldogs","1, 2, 3"
2017,16,"alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners","alabama-crimson-tide, ucf-knights, georgia-bulldogs","1, 6, 2","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners","1, 2, 3"
2018,1,"alabama-crimson-tide, clemson-tigers, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, wisconsin-badgers","1, 2, 4","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3"
2018,2,"alabama-crimson-tide, clemson-tigers, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, wisconsin-badgers","1, 2, 5","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3"
2018,3,"alabama-crimson-tide, clemson-tigers, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, wisconsin-badgers","1, 2, 6","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3"
2018,4,"alabama-crimson-tide, georgia-bulldogs, clemson-tigers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 3, 2","alabama-crimson-tide, georgia-bulldogs, clemson-tigers","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, clemson-tigers","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, clemson-tigers","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, clemson-tigers","1, 2, 3"
2018,5,"alabama-crimson-tide, georgia-bulldogs, clemson-tigers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 3, 2","alabama-crimson-tide, georgia-bulldogs, clemson-tigers","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, clemson-tigers","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, clemson-tigers","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, clemson-tigers","1, 2, 3"
2018,6,"alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers","1, 3, 4","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3"
2018,7,"alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers","1, 3, 4","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3"
2018,8,"alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers","1, 2, 3","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers","1, 2, 3","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers","1, 2, 3","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers","1, 2, 3","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers","1, 2, 3"
2018,9,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3"
2018,10,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3"
2018,11,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3"
2018,12,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3"
2018,13,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3"
2018,14,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3"
2018,15,"alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3","alabama-crimson-tide, clemson-tigers, notre-dame-fighting-irish","1, 2, 3"
2018,16,"clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, notre-dame-fighting-irish","1, 2, 5","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3"
2019,1,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3"
2019,2,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3"
2019,3,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, lsu-tigers","1, 2, 4","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3"
2019,4,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, lsu-tigers","1, 2, 4","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3"
2019,5,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3"
2019,6,"alabama-crimson-tide, clemson-tigers, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes","1, 2, 4","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 3"
2019,7,"alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, clemson-tigers, georgia-bulldogs","1, 2, 4","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes","1, 2, 3"
2019,8,"alabama-crimson-tide, lsu-tigers, clemson-tigers","alabama-crimson-tide, lsu-tigers, clemson-tigers","1, 2, 3","alabama-crimson-tide, lsu-tigers, clemson-tigers","1, 2, 3","alabama-crimson-tide, lsu-tigers, clemson-tigers","1, 2, 3","alabama-crimson-tide, lsu-tigers, clemson-tigers","1, 2, 3","alabama-crimson-tide, lsu-tigers, clemson-tigers","1, 2, 3"
2019,9,"alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes","1, 2, 3"
2019,10,"lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes","alabama-crimson-tide, ohio-state-buckeyes, lsu-tigers","2, 3, 1","lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes","2, 1, 3"
2019,11,"lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes","alabama-crimson-tide, ohio-state-buckeyes, lsu-tigers","2, 3, 1","lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes","2, 1, 3"
2019,12,"lsu-tigers, ohio-state-buckeyes, clemson-tigers","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3"
2019,13,"lsu-tigers, ohio-state-buckeyes, clemson-tigers","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3"
2019,14,"lsu-tigers, ohio-state-buckeyes, clemson-tigers","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3"
2019,15,"lsu-tigers, ohio-state-buckeyes, clemson-tigers","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3"
2019,16,"lsu-tigers, ohio-state-buckeyes, clemson-tigers","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3","lsu-tigers, ohio-state-buckeyes, clemson-tigers","1, 2, 3"
2019,17,"lsu-tigers, clemson-tigers, ohio-state-buckeyes","lsu-tigers, clemson-tigers, ohio-state-buckeyes","1, 2, 3","lsu-tigers, clemson-tigers, ohio-state-buckeyes","1, 2, 3","lsu-tigers, clemson-tigers, ohio-state-buckeyes","1, 2, 3","lsu-tigers, clemson-tigers, ohio-state-buckeyes","1, 2, 3","lsu-tigers, clemson-tigers, ohio-state-buckeyes","1, 2, 3"
2020,1,"clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide","clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3","clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3","clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3","clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3","clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3"
2020,2,"clemson-tigers, alabama-crimson-tide, oklahoma-sooners","clemson-tigers, lsu-tigers, georgia-bulldogs","1, 6, 4","clemson-tigers, alabama-crimson-tide, oklahoma-sooners","1, 2, 3","clemson-tigers, alabama-crimson-tide, oklahoma-sooners","1, 2, 3","clemson-tigers, alabama-crimson-tide, oklahoma-sooners","1, 2, 3","clemson-tigers, alabama-crimson-tide, oklahoma-sooners","1, 2, 3"
2020,3,"clemson-tigers, alabama-crimson-tide, oklahoma-sooners","clemson-tigers, lsu-tigers, alabama-crimson-tide","1, 6, 2","clemson-tigers, alabama-crimson-tide, oklahoma-sooners","1, 2, 3","clemson-tigers, alabama-crimson-tide, oklahoma-sooners","1, 2, 3","clemson-tigers, alabama-crimson-tide, oklahoma-sooners","1, 2, 3","clemson-tigers, alabama-crimson-tide, oklahoma-sooners","1, 2, 3"
2020,4,"clemson-tigers, alabama-crimson-tide, florida-gators","clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide","1, 6, 2","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 6","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 6","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 6","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 6"
2020,5,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 6","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 6","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3"
2020,6,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3","clemson-tigers, alabama-crimson-tide, georgia-bulldogs","1, 2, 3"
2020,7,"clemson-tigers, alabama-crimson-tide, notre-dame-fighting-irish","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 5","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 5","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 5","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 5","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 5"
2020,8,"clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3"
2020,9,"clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3"
2020,10,"alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3"
2020,11,"alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish","1, 3, 2","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3"
2020,12,"alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3"
2020,13,"alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes","1, 2, 3"
